harbor_seal,reference,ca_sea_lion,northern_elephant_seal,reference_gene_symbol,is_mt
XP_032281331.1,XP_005626496.1,XP_027462463.1,XP_045747496.1,LOX,False
XP_032281334.1,XP_538619.3,XP_027461507.1,XP_045748282.1,PDLIM4,False
XP_032281335.1,XP_003431676.1,XP_027461510.1,XP_045748292.1,PDLIM4,False
XP_032281336.1,XP_038514716.1,XP_027460813.1,XP_045747324.1,SEMA6A,False
XP_032281337.1,XP_858843.1,XP_027460814.1,XP_045747304.1,SEMA6A,False
XP_032281338.1,XP_005626394.1,XP_027460815.1,XP_045747314.1,SEMA6A,False
XP_032281339.1,XP_005626531.1,XP_027461603.1,XP_064451918.1,C11H5orf63,False
XP_032281340.1,XP_022280949.1,XP_027461600.1,XP_064451919.1,C11H5orf63,False
XP_032281341.1,XP_022280989.1,XP_027462851.1,XP_045748534.1,ZCCHC10,False
XP_032281343.1,XP_013962304.1,XP_027462167.1,XP_045742581.1,PCDHB1,False
XP_032281346.1,XP_538605.2,XP_027461721.2,XP_064451903.1,ZNF608,False
XP_032281348.1,XP_038519169.1,XP_027462743.2,XP_045746907.1,N4BP3,False
XP_032281349.1,XP_538554.2,XP_027460143.2,XP_045747169.1,LVRN,False
XP_032281351.1,XP_038413000.1,XP_035582931.1,XP_045753309.1,FUBP1,False
XP_032281353.1,XP_022280957.1,XP_027460398.1,XP_045742387.1,MINAR2,False
XP_032281355.1,XP_038525200.1,XP_027462970.2,XP_045748506.2,AFF4,False
XP_032281358.1,XP_852172.1,XP_027462972.1,XP_045748517.1,LEAP2,False
XP_032281362.1,XP_038310706.1,XP_035583571.1,XP_045727771.2,LOC119870009,False
XP_032281363.1,XP_022276308.1,XP_027455572.1,XP_054368752.1,NEXN,False
XP_032281365.1,XP_038512517.1,XP_027461256.1,XP_064451900.1,CSNK1G3,False
XP_032281366.1,XP_038512549.1,XP_027461258.1,XP_045747718.1,CSNK1G3,False
XP_032281367.1,XP_038512586.1,XP_027461261.1,XP_045747751.1,CSNK1G3,False
XP_032281368.1,XP_038512596.1,XP_027461262.1,XP_045747760.1,CSNK1G3,False
XP_032281370.1,XP_022264098.1,XP_027462104.1,XP_045749537.2,NRG2,False
XP_032281371.1,XP_038313828.1,XP_027462106.1,XP_064452060.1,NRG2,False
XP_032281372.1,XP_005622102.1,XP_027455580.1,XP_054368755.1,NEXN,False
XP_032281373.1,XP_005626613.1,XP_035583650.1,XP_045742467.1,PITX1,False
XP_032281374.1,XP_038523683.1,XP_027462383.1,XP_045747591.1,SNX24,False
XP_032281376.1,XP_538611.7,XP_027460482.1,XP_045748022.2,SLC12A2,False
XP_032281377.1,XP_038525104.1,XP_027460484.1,XP_045748026.2,SLC12A2,False
XP_032281378.1,XP_022276310.1,XP_027455600.1,XP_054368757.1,NEXN,False
XP_032281383.1,XP_005622383.1,XP_035578016.1,XP_064450144.1,LOC609365,False
XP_032281384.1,XP_038312208.1,XP_035577700.1,XP_045730268.1,NEBL,False
XP_032281385.1,XP_013977365.1,XP_027450583.1,XP_045730269.1,NEBL,False
XP_032281387.1,XP_005621799.1,XP_027467114.1,XP_064448331.1,CCDC78,False
XP_032281388.1,XP_867677.2,XP_027455627.1,XP_045753327.1,DNAJB4,False
XP_032281392.1,XP_005621719.1,XP_027466917.2,XP_045730733.1,FLYWCH1,False
XP_032281393.1,XP_013970156.1,XP_027468395.1,XP_064446377.1,PRSS33,False
XP_032281394.1,XP_038405397.1,XP_027467820.1,XP_064446376.1,LOC490054,False
XP_032281395.1,XP_022276320.1,XP_027455632.1,XP_064445025.1,DNAJB4,False
XP_032281397.1,XP_547175.2,XP_027467688.1,XP_045726461.2,ZG16B,False
XP_032281398.1,XP_022275941.2,XP_027467822.1,XP_064448446.1,PRSS22,False
XP_032281399.1,XP_005621733.1,XP_027467823.2,XP_045726447.1,PRSS27,False
XP_032281401.1,XP_038405616.1,XP_027467689.1,XP_045726429.1,BRICD5,False
XP_032281402.1,XP_038391227.1,XP_027467691.1,XP_045726421.1,LOC100683802,False
XP_032281403.1,XP_038310700.1,XP_027443881.1,XP_045724902.1,LOC119863891,False
XP_032281404.1,XP_547181.2,XP_027469595.1,XP_045726409.2,ZNF598,False
XP_032281405.1,XP_022275971.1,XP_035578321.1,XP_064448411.1,RNF151,False
XP_032281406.1,XP_038406001.1,XP_035578204.1,XP_045730654.1,RPL3L,False
XP_032281407.1,XP_544263.2,XP_027448780.1,XP_045730405.1,TAF3,False
XP_032281408.1,XP_038391288.1,XP_027467694.2,XP_064448378.1,CCDC154,False
XP_032281409.1,XP_038391302.1,XP_027469242.2,XP_045726364.3,MSLNL,False
XP_032281410.1,XP_022275996.1,XP_027468715.1,XP_045726353.1,LOC611363,False
XP_032281413.1,XP_038313560.1,XP_027449431.1,XP_045730473.1,DIP2C,False
XP_032281415.1,NP_001003211.2,XP_027449725.1,XP_064448173.1,IL2RA,False
XP_032281416.1,XP_547204.2,XP_027468704.2,XP_045730577.1,LMF1,False
XP_032281425.1,XP_038314523.1,XP_035584974.1,XP_064446370.1,LOC608668,False
XP_032281426.1,XP_537107.5,XP_027474851.1,XP_064445023.1,MIGA1,False
XP_032281427.1,XP_038320818.1,XP_027450011.1,XP_064446366.1,C2H10orf67,False
XP_032281429.1,XP_038313378.1,XP_027449842.1,XP_045730418.1,PFKFB3,False
XP_032281431.1,XP_038313379.1,XP_027449843.1,XP_045730419.1,PFKFB3,False
XP_032281433.1,XP_038313514.1,XP_027451483.1,XP_045726318.1,ADARB2,False
XP_032281438.1,XP_038313556.1,XP_027448270.1,XP_054363366.1,LARP4B,False
XP_032281439.1,XP_005621773.2,XP_027469311.1,XP_054363417.1,TSC2,False
XP_032281440.1,NP_001006651.1,XP_027469305.2,XP_045730669.2,PKD1,False
XP_032281442.1,XP_005622107.1,XP_027470217.1,XP_045753335.1,USP33,False
XP_032281443.1,XP_005617206.1,XP_027447787.1,XP_054363343.1,USP6NL,False
XP_032281444.1,XP_022263568.1,XP_027447786.2,XP_045730393.1,USP6NL,False
XP_032281445.1,XP_535200.2,XP_027451214.2,XP_045730450.1,PITRM1,False
XP_032281448.1,XP_038313495.1,XP_035577782.1,XP_045730453.1,PFKP,False
XP_032281451.1,XP_005622106.1,XP_027470242.1,XP_064445026.1,USP33,False
XP_032281452.1,XP_038313527.1,XP_027450419.1,XP_045730456.2,WDR37,False
XP_032281453.1,XP_038313529.1,XP_027450420.1,XP_064448224.1,WDR37,False
XP_032281454.1,XP_849488.2,XP_027447868.1,XP_045730377.1,CAMK1D,False
XP_032281458.1,XP_038312840.1,XP_027450297.1,XP_064448107.1,FAM107B,False
XP_032281459.1,XP_005621706.1,XP_027467475.1,XP_054363435.1,ZSCAN10,False
XP_032281461.1,NP_001003148.2,XP_027451349.2,XP_045730294.1,CUBN,False
XP_032281464.1,XP_848593.1,XP_027451019.1,XP_045730295.1,TRDMT1,False
XP_032281468.1,XP_038312737.1,XP_027450559.2,XP_064448083.1,ITGA8,False
XP_032281476.1,XP_038312730.1,XP_027448783.1,XP_045730309.1,MINDY3,False
XP_032281483.1,XP_013969923.3,XP_027466047.1,XP_045730530.1,RAB11FIP3,False
XP_032281485.1,XP_003638933.1,XP_027451144.1,XP_045727399.1,UCN3,False
XP_032281486.1,XP_038312560.1,XP_027449926.1,XP_045730279.1,CACNB2,False
XP_032281487.1,XP_038312567.1,XP_027449929.1,XP_045730280.1,CACNB2,False
XP_032281489.1,XP_848307.1,XP_027449931.1,XP_064448065.1,CACNB2,False
XP_032281492.1,XP_003638939.1,XP_027449937.1,XP_045730273.1,NSUN6,False
XP_032281502.1,XP_013970365.1,XP_027439970.1,XP_064445030.1,ZZZ3,False
XP_032281503.1,XP_038312748.1,XP_027449250.1,XP_045730316.1,NMT2,False
XP_032281509.1,XP_038312772.1,XP_027449260.1,XP_064448089.1,RPP38,False
XP_032281510.1,XP_535174.3,XP_027451066.1,XP_045730287.1,STAM,False
XP_032281511.1,XP_038310445.1,XP_027451330.2,XP_045727293.1,PTF1A,False
XP_032281512.1,XP_013970366.1,XP_027439979.1,XP_064445031.1,ZZZ3,False
XP_032281513.1,XP_022263550.1,XP_027449194.1,XP_045730387.1,UPF2,False
XP_032281516.1,XP_547189.6,XP_027469256.2,XP_054363407.1,IGFALS,False
XP_032281517.1,XP_022261818.2,XP_027444681.2,XP_045723447.2,MAP3K19,False
XP_032281518.1,XP_038391266.1,XP_027469257.1,XP_045730630.1,EME2,False
XP_032281519.1,XP_038406168.1,XP_027469263.1,XP_045730632.1,SPSB3,False
XP_032281523.1,XP_537013.3,XP_027469265.1,XP_045730642.1,HAGH,False
XP_032281526.1,XP_547325.4,XP_027439993.1,XP_045753347.1,AK5,False
XP_032281527.1,XP_852183.1,XP_027469268.1,XP_045730638.1,NUBP2,False
XP_032281530.1,XP_003639160.1,XP_027469271.2,XP_045730629.1,MRPS34,False
XP_032281531.1,XP_038406211.1,XP_027469918.1,XP_064448379.1,MAPK8IP3,False
XP_032281532.1,XP_038406215.1,XP_027469919.1,XP_064448380.1,MAPK8IP3,False
XP_032281534.1,XP_038406230.1,XP_027469924.1,XP_045730621.1,MAPK8IP3,False
XP_032281537.1,XP_038406238.1,XP_027469927.1,XP_045730623.1,MAPK8IP3,False
XP_032281539.1,XP_038406270.1,XP_027469930.1,XP_064448382.1,MAPK8IP3,False
XP_032281540.1,XP_038406280.1,XP_027469931.1,XP_064448383.1,MAPK8IP3,False
XP_032281541.1,XP_038406291.1,XP_027469932.1,XP_064448384.1,MAPK8IP3,False
XP_032281543.1,XP_022276391.1,XP_027469940.1,XP_045730628.1,NME3,False
XP_032281544.1,XP_005617177.1,XP_035585022.1,XP_045730346.1,PRPF18,False
XP_032281545.1,XP_535182.2,XP_027447916.1,XP_045730349.1,PRPF18,False
XP_032281549.1,XP_038313032.1,XP_027448249.1,XP_045730373.2,OPTN,False
XP_032281550.1,XP_853775.1,XP_027434978.2,XP_045753348.1,PIGK,False
XP_032281551.1,XP_038313039.1,XP_027448251.1,XP_045730374.2,OPTN,False
XP_032281553.1,XP_038406379.1,XP_027466494.1,XP_064448364.1,IFT140,False
XP_032281559.1,XP_003434919.2,XP_027466498.1,XP_045730611.1,TMEM204,False
XP_032281563.1,XP_038405279.1,XP_027465743.2,XP_064448449.1,SRRM2,False
XP_032281568.1,XP_038405369.1,XP_027465636.1,XP_045730727.1,ELOB,False
XP_032281569.1,XP_853897.1,XP_027465738.2,XP_045727517.1,PTX4,False
XP_032281570.1,XP_005617235.1,XP_027451239.2,XP_064448187.1,CALML5,False
XP_032281575.1,XP_038406348.1,XP_027466740.2,XP_045730615.2,CRAMP1,False
XP_032281576.1,XP_537024.2,XP_027466732.1,XP_064448284.1,LUC7L,False
XP_032281577.1,XP_855487.2,XP_027434670.1,XP_064443610.1,ST6GALNAC5,False
XP_032281580.1,XP_022276028.1,XP_027466738.1,XP_045730511.1,LUC7L,False
XP_032281581.1,XP_544251.2,XP_027449168.1,XP_045730326.2,DCLRE1C,False
XP_032281589.1,XP_535179.2,XP_027449176.1,XP_045730334.1,SUV39H2,False
XP_032281598.1,NP_001177339.1,XP_027447902.1,XP_064448126.1,SEPHS1,False
XP_032281601.1,XP_038406498.1,XP_027466928.1,XP_045730590.1,UNKL,False
XP_032281603.1,XP_003639173.4,XP_027466939.1,XP_045730596.1,GNPTG,False
XP_032281607.1,XP_038405489.1,XP_027466072.2,XP_064448431.1,ABCA3,False
XP_032281613.1,NP_001191148.1,XP_027467120.1,XP_045730557.1,HAGHL,False
XP_032281618.1,XP_547207.2,XP_035578077.1,XP_045730556.1,CIAO3,False
XP_032281619.1,XP_038407362.1,XP_027469237.1,XP_045730524.1,PGAP6,False
XP_032281620.1,NP_001273952.1,XP_027449096.1,XP_045730293.1,VIM,False
XP_032281621.1,XP_848899.2,XP_027449262.1,XP_054363324.1,ACBD7,False
XP_032281624.1,XP_038414032.1,XP_027467470.1,XP_045730813.1,ZNF200,False
XP_032281627.1,XP_535180.2,XP_027449173.1,XP_045730333.1,HSPA14,False
XP_032281628.1,XP_038405669.1,XP_027467074.1,XP_045727545.1,CASKIN1,False
XP_032281629.1,XP_852015.1,XP_027467078.1,XP_045730678.1,TRAF7,False
XP_032281631.1,XP_547188.1,XP_027467486.2,XP_045730645.1,FAHD1,False
XP_032281634.1,XP_537023.3,XP_027468019.1,XP_045730520.1,MRPL28,False
XP_032281641.1,XP_853921.1,XP_027469868.1,XP_045730597.1,C6H16orf91,False
XP_032281642.1,XP_849425.1,XP_027450997.1,XP_045730376.1,CCDC3,False
XP_032281644.1,XP_005617237.1,XP_027450701.1,XP_054363359.1,AKR1E2,False
XP_032281646.1,XP_848651.1,XP_027450641.1,XP_045730299.1,PTER,False
XP_032281647.1,XP_013977930.1,XP_027450644.1,XP_064448081.1,C1QL3,False
XP_032281648.1,XP_038407385.1,XP_027468399.1,XP_045730517.1,AXIN1,False
XP_032281649.1,XP_038407386.1,XP_027468400.1,XP_054363373.1,AXIN1,False
XP_032281650.1,XP_005621742.1,XP_027468173.1,XP_045726438.2,CCNF,False
XP_032281651.1,XP_533332.4,XP_027444690.1,XP_045723452.1,ACMSD,False
XP_032281652.1,XP_038413288.1,XP_027428423.1,XP_064445036.1,ST6GALNAC3,False
XP_032281656.1,XP_038405430.1,XP_027468425.1,XP_064448441.1,TBC1D24,False
XP_032281658.1,XP_850458.2,XP_027449750.1,XP_064448043.1,MSRB2,False
XP_032281662.1,XP_038312878.1,XP_027447893.2,XP_045730352.1,BEND7,False
XP_032281663.1,XP_038312879.1,XP_027447894.2,XP_045730353.1,BEND7,False
XP_032281664.1,XP_038312910.1,XP_027447895.2,XP_064448116.1,BEND7,False
XP_032281665.1,XP_038312916.1,XP_027447896.2,XP_064448117.1,BEND7,False
XP_032281667.1,XP_005617141.1,XP_027449527.1,XP_064448066.1,ARL5B,False
XP_032281668.1,XP_547214.3,XP_027468032.1,XP_045730539.1,METTL26,False
XP_032281669.1,XP_535195.2,XP_027449550.1,XP_064448156.1,ITIH2,False
XP_032281671.1,XP_535194.2,XP_027450947.1,XP_045730411.1,KIN,False
XP_032281673.1,XP_003639179.1,XP_027469377.1,XP_045730501.1,NPRL3,False
XP_032281674.1,XP_005621833.1,XP_027469378.1,XP_045730508.1,MPG,False
XP_032281675.1,XP_005621712.1,XP_027468489.1,XP_064448489.1,CLDN9,False
XP_032281677.1,NP_001273781.1,XP_027468238.1,XP_045727486.1,SSTR5,False
XP_032281679.1,XP_013970222.1,XP_027469385.1,XP_045730488.1,POLR3K,False
XP_032281680.1,XP_537010.5,XP_027467519.1,XP_045730662.2,GFER,False
XP_032281681.1,XP_038313004.1,XP_027450250.1,XP_064448134.1,MCM10,False
XP_032281682.1,XP_853674.1,XP_027469324.1,XP_045730667.1,NTHL1,False
XP_032281684.1,XP_850809.2,XP_027448782.1,XP_045730272.1,PLXDC2,False
XP_032281690.1,XP_547222.1,XP_027469370.1,XP_045730496.1,RHBDF1,False
XP_032281692.1,XP_854401.2,XP_035578448.1,XP_045730499.1,SNRNP25,False
XP_032281693.1,XP_005617216.1,XP_027449625.1,XP_045730408.1,ATP5F1C,False
XP_032281694.1,XP_858232.1,XP_027449627.1,XP_045730410.1,ATP5F1C,False
XP_032281706.1,XP_038407418.1,XP_027466436.1,XP_064448275.1,RGS11,False
XP_032281707.1,XP_038407496.1,XP_027466437.1,XP_045727449.1,ARHGDIG,False
XP_032281708.1,XP_003434921.2,XP_027466431.2,XP_045727458.2,PDIA2,False
XP_032281709.1,XP_038407510.1,XP_027465539.1,XP_045727442.1,HBQ1,False
XP_032281710.1,XP_005621740.1,XP_027467509.1,XP_045727558.1,TEDC2,False
XP_032281716.1,NP_001003018.2,XP_027480478.1,XP_064443553.1,ASB17,False
XP_032281720.1,XP_537005.1,XP_027466074.1,XP_054363426.1,RNPS1,False
XP_032281723.1,XP_038391213.1,XP_027467881.1,XP_045730701.1,ECI1,False
XP_032281725.1,XP_038405949.1,XP_027469631.1,XP_064448409.1,NOXO1,False
XP_032281726.1,XP_038405564.1,XP_027468827.2,XP_054363422.1,DNASE1L2,False
XP_032281729.1,XP_022263212.1,XP_027450864.1,XP_064448096.1,MEIG1,False
XP_032281730.1,XP_038391432.1,XP_027463463.1,XP_064445039.1,MSH4,False
XP_032281731.1,XP_547201.3,XP_027468402.1,XP_045727480.1,TEKT4,False
XP_032281732.1,XP_013970212.1,XP_027467594.2,XP_045730545.1,WDR90,False
XP_032281733.1,XP_038407173.1,XP_027467596.1,XP_045726337.2,RHOT2,False
XP_032281736.1,XP_038407047.1,XP_027466512.1,XP_045730555.1,FBXL16,False
XP_032281737.1,XP_038310470.1,XP_027444695.1,XP_045723453.1,ACMSD,False
XP_032281738.1,XP_537014.2,XP_027468033.1,XP_045730599.1,CLCN7,False
XP_032281739.1,XP_038312109.1,XP_027448980.1,XP_045730264.1,MLLT10,False
XP_032281740.1,XP_038312170.1,XP_027450584.1,XP_064448062.1,SKIDA1,False
XP_032281741.1,XP_005622111.1,XP_027478375.1,XP_045753350.1,RABGGTB,False
XP_032281743.1,XP_038407082.1,XP_027466509.1,XP_054363383.1,WDR24,False
XP_032281744.1,XP_038407127.1,XP_027466521.1,XP_045730549.1,STUB1,False
XP_032281746.1,XP_038407120.1,XP_027466526.1,XP_045730554.1,JMJD8,False
XP_032281748.1,XP_022263842.1,XP_027450261.1,XP_045730446.1,LOC487150,False
XP_032281749.1,NP_001273992.1,XP_027449120.1,XP_064448053.1,BMI1,False
XP_032281753.1,NP_001239275.1,XP_027449122.1,XP_045730256.1,COMMD3,False
XP_032281754.1,XP_535192.3,XP_027450334.1,XP_045730386.1,DHTKD1,False
XP_032281755.1,XP_038406693.1,XP_027468787.2,XP_045730581.1,CACNA1H,False
XP_032281760.1,XP_003639178.1,XP_035578282.1,XP_064446435.1,LOC100855634,False
XP_032281761.1,XP_038313406.1,XP_027449756.1,XP_045730438.1,ASB13,False
XP_032281762.1,XP_005621755.1,XP_027469949.2,XP_064448387.1,MEIOB,False
XP_032281763.1,XP_005621757.1,XP_027469950.2,XP_064448389.1,MEIOB,False
XP_032281766.1,XP_005642532.2,XP_027467886.1,XP_045727465.1,NME4,False
XP_032281768.1,XP_038406641.1,XP_027467885.1,XP_064448349.1,UBE2I,False
XP_032281769.1,XP_849482.1,XP_027450317.2,XP_064448055.1,DNAJC1,False
XP_032281770.1,XP_022275944.1,XP_027469013.1,XP_064448445.1,NTN3,False
XP_032281771.1,XP_038413360.1,XP_027466038.1,XP_064445040.1,ACADM,False
XP_032281772.1,XP_038313321.1,XP_027449652.2,XP_064448157.1,ITIH5,False
XP_032281773.1,NP_001020440.1,XP_027450835.2,XP_064448072.1,HACD1,False
XP_032281774.1,XP_547167.2,XP_027468940.1,XP_045730741.1,BICDL2,False
XP_032281775.1,XP_038310552.1,XP_027448622.1,XP_064448188.1,TUBAL3,False
XP_032281776.1,XP_022263566.2,XP_035584978.1,XP_045730390.1,ECHDC3,False
XP_032281777.1,XP_005617150.1,XP_027450744.2,XP_064448067.1,MRC1,False
XP_032281778.1,XP_013961754.1,XP_027447654.1,XP_045730426.1,FBH1,False
XP_032281779.1,XP_005617230.1,XP_027447649.1,XP_045730425.1,FBH1,False
XP_032281782.1,XP_849339.1,XP_027449911.1,XP_064448169.1,RBM17,False
XP_032281784.1,XP_005617261.2,XP_027450550.1,XP_045730429.1,ANKRD16,False
XP_032281787.1,XP_022270370.2,XP_027447656.1,XP_064448171.1,IL15RA,False
XP_032281795.1,XP_005621821.1,XP_027466429.1,XP_045730513.1,FAM234A,False
XP_032281799.1,XP_038313105.1,XP_027450689.2,XP_064448149.1,PROSER2,False
XP_032281800.1,XP_850532.1,XP_027448431.1,XP_045730250.1,PIP4K2A,False
XP_032281802.1,XP_038313355.1,XP_027451271.1,XP_064448164.1,PRKCQ,False
XP_032281803.1,NP_001091024.1,XP_027468452.1,XP_045727503.1,LOC100049001,False
XP_032281804.1,NP_001240649.1,XP_027450253.2,XP_045730368.1,LOC478000,False
XP_032281806.1,NP_001271392.1,XP_027468037.1,XP_045730664.1,NHERF2,False
XP_032281809.1,XP_544279.3,XP_027449436.1,XP_045730447.1,KLF6,False
XP_032281810.1,XP_547178.2,XP_027468877.1,XP_045730716.1,KCTD5,False
XP_032281811.1,XP_547166.4,XP_027467454.1,XP_045730790.1,MMP25,False
XP_032281813.1,XP_005621707.1,XP_027467476.2,XP_064448490.1,IL32,False
XP_032281819.1,XP_005617220.1,XP_027450806.2,XP_064448161.1,SFMBT2,False
XP_032281821.1,XP_003639172.1,XP_027468789.2,XP_045730616.1,JPT2,False
XP_032281822.1,XP_038406464.1,XP_027468214.1,XP_045730601.1,PERCC1,False
XP_032281824.1,XP_038310703.1,XP_027449215.1,XP_045730460.2,GTPBP4,False
XP_032281827.1,XP_537002.1,XP_027468291.1,XP_045730707.1,ATP6V0C,False
XP_032281828.1,XP_038313409.1,XP_027448619.1,XP_054363358.1,NET1,False
XP_032281835.1,XP_003639177.1,XP_027469224.1,XP_045727690.1,HBM,False
XP_032281837.1,XP_848954.2,XP_027449180.1,XP_045730338.1,CDNF,False
XP_032281839.1,XP_038389960.1,XP_027469213.2,XP_045727597.2,KREMEN2,False
XP_032281847.1,XP_005621704.1,XP_027467462.1,XP_064448477.1,ZNF205,False
XP_032281849.1,NP_001012344.1,XP_035585238.1,XP_045727421.2,AKR1C3,False
XP_032281850.1,XP_547215.5,XP_027468352.2,XP_045730540.1,WFIKKN1,False
XP_032281856.1,XP_013970159.1,XP_027468288.1,XP_045730708.1,AMDHD2,False
XP_032281857.1,XP_003433879.1,XP_035580964.1,XP_064437233.1,LOC100686073,False
XP_032281858.1,XP_848412.2,XP_027447496.1,XP_045730286.1,TMEM236,False
XP_032281859.1,XP_547171.1,XP_027468207.1,XP_045730735.1,PAQR4,False
XP_032281862.1,XP_038405166.1,XP_027468205.1,XP_054363432.2,PKMYT1,False
XP_032281863.1,XP_038405406.1,XP_035577879.1,XP_064446375.1,LOC479874,False
XP_032281864.1,XP_038313539.1,XP_027450430.1,XP_045730457.2,IDI1,False
XP_032281865.1,XP_022275969.1,XP_035584870.1,XP_045730655.1,RPS2,False
XP_032281866.1,XP_537012.1,XP_027468443.1,XP_045730656.1,NDUFB10,False
XP_032281867.1,XP_038406613.1,XP_027469665.1,XP_064448363.1,BAIAP3,False
XP_032281868.1,XP_537015.1,XP_027469672.1,XP_045730587.1,TSR3,False
XP_032281871.1,NP_001239326.1,XP_027479809.1,XP_064445045.1,CRYZ,False
XP_032281872.1,XP_038390030.1,XP_027465620.1,XP_045730580.1,SOX8,False
XP_032281879.1,XP_853648.1,XP_027467608.1,XP_045730676.2,RAB26,False
XP_032281884.1,XP_038313612.1,XP_027447809.1,XP_054363369.1,ZMYND11,False
XP_032281885.1,XP_038313618.1,XP_027447798.1,XP_064448242.1,ZMYND11,False
XP_032281886.1,XP_038413402.1,XP_027479832.1,XP_045753362.1,TYW3,False
XP_032281887.1,XP_038313621.1,XP_027447799.1,XP_045730484.1,ZMYND11,False
XP_032281890.1,XP_038313623.1,XP_027447810.1,XP_064448245.1,ZMYND11,False
XP_032281891.1,XP_038313625.1,XP_027447811.1,XP_045730486.1,ZMYND11,False
XP_032281894.1,XP_038407302.1,XP_027469866.1,XP_045730527.1,DECR2,False
XP_032281898.1,XP_038405542.1,XP_027468824.1,XP_045730689.1,E4F1,False
XP_032281900.1,XP_038405552.1,XP_027468825.1,XP_064448432.1,E4F1,False
XP_032281905.1,XP_853618.1,XP_027469718.1,XP_045730684.1,MLST8,False
XP_032281907.1,XP_536996.3,XP_027468942.1,XP_045730742.1,THOC6,False
XP_032281908.1,XP_038391459.1,XP_027481514.2,XP_064443611.1,ERICH3,False
XP_032281910.1,XP_013970147.1,XP_027468943.1,XP_045730745.1,HCFC1R1,False
XP_032281911.1,XP_038404943.1,XP_027468944.1,XP_045730747.1,HCFC1R1,False
XP_032281912.1,NP_001180228.2,XP_027468946.1,XP_045730744.1,TNFRSF12A,False
XP_032281913.1,XP_038405907.1,XP_027467816.1,XP_045727535.1,SYNGR3,False
XP_032281915.1,XP_536997.3,XP_027466927.1,XP_064448455.1,FLYWCH2,False
XP_032281916.1,XP_849153.2,XP_027451319.1,XP_064448154.1,GATA3,False
XP_032281917.1,XP_013978274.2,XP_027451320.1,XP_064448155.1,GATA3,False
XP_032281918.1,XP_038390054.1,XP_027466517.1,XP_054363387.1,RHBDL1,False
XP_032281919.1,XP_038390063.1,XP_027466519.1,XP_054363388.1,RHBDL1,False
XP_032281920.1,XP_038407246.1,XP_035582328.1,XP_045730541.1,MCRIP2,False
XP_032281921.1,XP_038407253.1,XP_027470028.1,XP_045730542.1,MCRIP2,False
XP_032281924.1,XP_547184.2,XP_035578474.1,XP_045730659.1,TBL3,False
XP_032281926.1,XP_038390006.1,XP_027468662.1,XP_045727527.1,HS3ST6,False
XP_032281927.1,XP_038413412.1,XP_027462728.2,XP_045753363.1,TNNI3K,False
XP_032281928.1,NP_001108221.1,XP_027469486.1,XP_045730652.1,MSRB1,False
XP_032281930.1,XP_022275866.1,XP_027467465.1,XP_064448496.1,ZNF213,False
XP_032281932.1,XP_013977272.1,XP_027451497.1,XP_064448044.1,ARMC3,False
XP_032281933.1,NP_001273959.1,XP_027450386.1,XP_045726148.1,ST8SIA6,False
XP_032281936.1,XP_022275993.1,XP_027469447.1,XP_045730565.1,RPUSD1,False
XP_032281937.1,XP_005621794.1,XP_027469446.1,XP_064448339.1,RPUSD1,False
XP_032281939.1,XP_038406802.1,XP_027469445.2,XP_045730570.1,CHTF18,False
XP_032281940.1,NP_001191739.1,XP_027462788.2,XP_045753366.1,FPGT,False
XP_032281944.1,XP_038406839.1,XP_027469452.1,XP_045730571.1,GNG13,False
XP_032281948.1,XP_038313055.1,XP_027447867.1,XP_045730380.1,SEC61A2,False
XP_032281949.1,XP_005617195.1,XP_027447872.1,XP_045730383.1,CDC123,False
XP_032281955.1,XP_535163.3,XP_027451246.1,XP_045730251.1,SPAG6,False
XP_032281963.1,XP_022276337.1,XP_027462769.1,XP_064445046.1,LRRIQ3,False
XP_032281966.1,NP_001003184.1,XP_027451120.1,XP_045730432.1,GDI2,False
XP_032281972.1,XP_038313180.1,XP_027449224.1,XP_045730396.1,CELF2,False
XP_032281973.1,XP_038313186.1,XP_027449226.1,XP_045730399.1,CELF2,False
XP_032281979.1,XP_535177.1,XP_027449956.1,XP_064448079.1,RSU1,False
XP_032281981.1,XP_038391323.1,XP_027468903.2,XP_064448249.1,LOC100684807,False
XP_032281984.1,XP_547168.3,XP_027468537.1,XP_064448488.1,CLDN6,False
XP_032281985.1,XP_038312738.1,XP_027450552.2,XP_045730313.1,FAM171A1,False
XP_032281987.1,XP_855525.2,XP_027476294.1,XP_045753369.1,NEGR1,False
XP_032281988.1,XP_038413491.1,XP_027462438.1,XP_045753370.1,ZRANB2,False
XP_032281989.1,XP_038413500.1,XP_027462449.1,XP_045753371.1,ZRANB2,False
XP_032281990.1,XP_005619620.1,XP_035578836.1,XP_045748800.2,KCNJ1,False
XP_032281991.1,XP_005633407.1,XP_027434659.1,XP_064433240.1,AMOTL1,False
XP_032281993.1,XP_542236.1,XP_027434399.1,XP_045750605.1,SESN3,False
XP_032282002.1,XP_038312264.1,XP_027435625.1,XP_045750579.1,C21H11orf54,False
XP_032282005.1,XP_533976.1,XP_035579541.1,XP_064433228.1,TAF1D,False
XP_032282012.1,XP_013968751.1,XP_027435940.1,XP_045750639.1,NTM,False
XP_032282013.1,XP_003639089.1,XP_027435941.1,XP_045750640.1,NTM,False
XP_032282014.1,XP_013968753.1,XP_027435943.1,XP_064433284.1,NTM,False
XP_032282019.1,XP_038361824.1,XP_027436877.1,XP_064431932.1,IGSF9B,False
